RGB1_R,RGB1_G,RGB1_B,RGB2_R,RGB2_G,RGB2_B,RGB3_R,RGB3_G,RGB3_B,Emotion
222,222,222,145,111,93,121,123,131,Chic
198,183,186,217,228,228,121,123,131,Polished
121,123,131,32,10,70,26,26,26,Majestic
255,250,184,186,186,186,51,71,108,Progressive
255,255,255,153,215,179,51,71,108,Western
186,186,186,115,95,108,51,71,108,Chic
186,186,186,10,21,82,51,71,108,Cultivated
51,71,108,10,21,82,186,186,186,Cultivated
186,186,186,51,71,108,10,21,82,Cultivated
255,127,0,229,0,13,12,32,120,Lively
12,32,120,255,127,0,229,0,13,Lively
98,116,114,12,32,120,26,26,26,Sublime
161,161,161,12,32,120,5,11,48,Composed
255,255,255,12,32,120,103,195,183,Agile
12,32,120,32,104,113,242,242,242,Rational
242,242,242,12,32,120,32,104,113,Rational
26,26,26,12,32,120,186,186,186,Earnest
186,186,186,26,26,26,12,32,120,Earnest
179,204,206,99,63,110,10,21,82,Distinguished
153,194,181,10,21,82,99,63,110,Eminent
99,63,110,153,194,181,10,21,82,Eminent
112,41,3,10,21,82,161,161,161,Earnest
161,161,161,112,41,3,10,21,82,Earnest
242,242,242,255,242,0,10,21,82,Agile
10,21,82,78,181,135,255,255,255,Sharp
255,255,255,10,21,82,78,181,135,Sharp
0,0,0,10,21,82,186,186,186,Formal
186,186,186,0,0,0,10,21,82,Formal
130,99,61,53,32,6,5,11,48,Dignified
5,11,48,112,41,3,112,116,72,Traditional
242,242,242,5,11,48,127,127,127,Metallic
5,11,48,127,127,127,98,116,114,Solemn
12,32,120,242,242,242,5,11,48,Proper
12,32,120,5,11,48,242,242,242,Proper
242,242,242,12,32,120,5,11,48,Proper
5,11,48,12,32,120,242,242,242,Proper
242,242,242,5,11,48,12,32,120,Proper
98,116,114,26,26,26,5,11,48,Authoritative
5,11,48,26,26,26,98,116,114,Authoritative
98,116,114,5,11,48,26,26,26,Authoritative
212,0,57,251,103,89,95,35,141,Glossy
95,35,141,212,0,57,255,242,0,Showy
251,167,89,95,35,141,229,0,13,Fascinating
229,0,13,95,35,141,251,167,89,Fascinating
251,167,89,229,0,13,95,35,141,Fascinating
191,169,11,95,35,141,138,0,7,Decorative
248,117,157,207,179,215,95,35,141,Brilliant
212,0,57,95,35,141,116,196,118,Provocative
116,196,118,212,0,57,95,35,141,Provocative
202,130,144,215,188,188,106,51,135,Glossy
187,45,105,251,103,89,106,51,135,Brilliant
106,51,135,10,21,82,166,181,183,Eminent
166,181,183,106,51,135,10,21,82,Eminent
106,51,135,26,26,26,115,95,108,Aristocratic
115,95,108,26,26,26,106,51,135,Aristocratic
106,51,135,115,95,108,26,26,26,Aristocratic
10,21,82,0,0,0,106,51,135,Precious
106,51,135,10,21,82,0,0,0,Precious
251,103,89,177,137,193,179,221,61,Amusing
179,221,61,251,103,89,177,137,193,Amusing
177,137,193,179,204,206,222,222,222,Refined
222,222,222,177,137,193,179,204,206,Refined
207,179,215,177,137,193,106,51,135,Brilliant
177,137,193,207,179,215,121,123,131,Sleek
177,137,193,212,0,57,95,35,141,Glossy
253,217,205,251,174,193,207,179,215,Tender
251,167,89,202,130,144,234,216,227,Feminine
207,179,215,249,223,226,115,95,108,Emotional
248,117,157,99,63,110,207,179,215,Fascinating
207,179,215,99,63,110,248,117,157,Fascinating
248,117,157,207,179,215,99,63,110,Fascinating
121,123,131,207,179,215,198,183,186,Sleek
234,216,227,210,168,159,191,230,200,Soft
234,216,227,202,130,144,207,179,215,Feminine
234,216,227,204,236,232,255,250,184,Romantic
255,250,184,234,216,227,204,236,232,Romantic
215,188,188,198,183,186,234,216,227,Cultured
234,216,227,215,188,188,198,183,186,Cultured
234,216,227,171,181,136,186,186,186,Delicate
186,186,186,234,216,227,171,181,136,Delicate
198,183,186,234,216,227,166,181,183,Tender
198,183,186,249,223,226,133,95,104,Graceful
215,188,188,198,183,186,166,181,183,Sedate
115,95,108,198,183,186,198,183,186,Cultured
198,183,186,115,95,108,198,183,186,Cultured
204,236,232,198,183,186,121,123,131,Noble
254,230,194,251,174,193,165,123,177,Feminine
234,216,227,202,130,144,165,123,177,Tender
165,123,177,187,45,105,99,63,110,Brilliant
191,230,200,249,223,226,165,123,177,Emotional
165,123,177,251,174,193,115,95,108,Graceful
115,95,108,191,230,200,165,123,177,Fashionable
165,123,177,115,95,108,191,230,200,Fashionable
208,194,142,115,95,108,112,116,72,Japanese
112,116,72,115,95,108,208,194,142,Japanese
208,194,142,112,116,72,115,95,108,Japanese
215,188,188,98,116,114,115,95,108,Fashionable
115,95,108,215,188,188,98,116,114,Fashionable
115,95,108,126,56,88,186,186,186,Sleek
115,95,108,123,150,181,198,183,186,Refined
198,183,186,115,95,108,123,150,181,Refined
242,242,242,115,95,108,161,161,161,Sedate
166,151,51,186,186,186,99,63,110,Stylish
99,63,110,166,151,51,186,186,186,Stylish
222,222,222,116,139,116,99,63,110,Distinguished
121,123,131,10,21,82,99,63,110,Aristocratic
99,63,110,10,21,82,121,123,131,Aristocratic
121,123,131,99,63,110,10,21,82,Aristocratic
127,127,127,99,63,110,0,0,0,Precious
0,0,0,127,127,127,99,63,110,Precious
123,150,181,0,0,0,99,63,110,Eminent
99,63,110,123,150,181,0,0,0,Eminent
99,63,110,222,222,222,26,26,26,Sublime
212,0,57,72,13,104,255,242,0,Colourful
255,242,0,212,0,57,72,13,104,Colourful
191,169,11,72,13,104,105,0,51,Gorgeous
105,0,51,72,13,104,191,169,11,Gorgeous
191,169,11,105,0,51,72,13,104,Gorgeous
222,222,222,187,45,105,72,13,104,Brilliant
72,13,104,5,11,48,153,194,181,Eminent
153,194,181,72,13,104,5,11,48,Eminent
126,100,12,112,11,1,72,13,104,Extravagant
72,13,104,0,0,0,145,111,93,Precious
145,111,93,72,13,104,0,0,0,Precious
89,55,8,149,78,29,32,10,70,Classic
150,58,4,32,10,70,51,73,18,Traditional
112,116,72,186,186,186,32,10,70,Modest
32,10,70,186,186,186,112,116,72,Modest
112,116,72,32,10,70,186,186,186,Modest
32,10,70,98,116,114,222,222,222,Sublime
121,123,131,32,10,70,0,0,0,Majestic
222,222,222,26,9,42,123,150,181,Rational
123,150,181,222,222,222,26,9,42,Rational
186,186,186,53,21,3,26,9,42,Conservative
1,24,10,98,116,114,26,9,42,Dignified
89,55,8,26,26,26,26,9,42,Serious
161,161,161,26,9,42,51,51,51,Solemn
255,255,255,255,242,0,212,0,57,Dazzling
212,0,57,255,242,0,255,255,255,Dazzling
255,255,255,212,0,57,255,242,0,Dazzling
0,0,0,212,0,57,140,201,25,Fiery
0,0,0,140,201,25,212,0,57,Fiery
212,0,57,0,0,0,140,201,25,Fiery
140,201,25,0,0,0,212,0,57,Fiery
212,0,57,140,201,25,0,0,0,Fiery
212,0,57,3,115,138,255,242,0,Flamboyant
255,242,0,212,0,57,3,115,138,Flamboyant
191,169,11,72,13,104,212,0,57,Colourful
212,0,57,191,169,11,72,13,104,Colourful
95,35,141,40,163,119,212,0,57,Provocative
212,0,57,95,35,141,40,163,119,Provocative
229,0,13,187,45,105,255,127,0,Abundant
255,127,0,229,0,13,187,45,105,Abundant
95,35,141,248,117,157,187,45,105,Glossy
187,45,105,95,35,141,255,242,0,Amusing
255,242,0,187,45,105,95,35,141,Amusing
251,174,193,187,45,105,99,63,110,Brilliant
0,0,0,99,63,110,187,45,105,Decorative
242,242,242,187,45,105,91,165,159,Western
99,63,110,5,60,88,187,45,105,Complex
187,45,105,99,63,110,5,60,88,Complex
248,117,157,78,181,135,255,242,124,Cute
255,242,124,248,117,157,78,181,135,Cute
229,0,13,234,216,227,248,117,157,Happy
229,0,13,248,117,157,234,216,227,Happy
234,216,227,229,0,13,248,117,157,Happy
248,117,157,229,0,13,234,216,227,Happy
234,216,227,248,117,157,229,0,13,Happy
248,117,157,140,201,25,153,166,74,Merry
153,166,74,248,117,157,140,201,25,Merry
248,117,157,95,35,141,78,181,135,Colourful
78,181,135,248,117,157,95,35,141,Colourful
248,117,157,153,216,212,255,242,124,Childlike
255,242,124,248,117,157,153,216,212,Childlike
255,250,184,248,117,157,128,166,206,Pretty
248,117,157,173,219,93,57,89,153,Enjoyable
255,255,255,251,174,193,255,242,124,Pretty
254,230,194,251,167,89,251,174,193,Sweet
251,174,193,191,230,200,254,230,194,Charming
254,230,194,251,174,193,191,230,200,Charming
251,174,193,165,123,177,191,230,200,Feminine
249,223,226,217,228,228,255,255,255,Romantic
255,255,255,249,223,226,217,228,228,Romantic
253,192,145,249,223,226,255,250,184,Sunny
255,250,184,253,192,145,249,223,226,Sunny
251,174,193,255,250,184,249,223,226,Innocent
249,223,226,251,174,193,255,250,184,Innocent
234,124,104,208,180,137,249,223,226,Pleasant
234,216,227,234,216,227,198,183,186,Delicate
198,183,186,234,216,227,234,216,227,Delicate
215,188,188,234,216,227,115,95,108,Sleek
242,242,242,215,188,188,165,123,177,Graceful
254,230,194,215,188,188,166,181,183,Supple
166,181,183,254,230,194,215,188,188,Supple
210,168,159,138,101,97,202,130,144,Pleasant
207,179,215,202,130,144,234,216,227,Feminine
115,95,108,202,130,144,126,56,88,Sedate
133,95,104,202,130,144,99,63,110,Graceful
138,101,97,202,130,144,51,73,18,Nostalgic
51,73,18,138,101,97,202,130,144,Nostalgic
202,130,144,217,228,228,10,21,82,Western
106,51,135,212,0,57,202,130,144,Glossy
234,124,104,253,217,205,133,95,104,Tender
215,188,188,133,95,104,186,186,186,Mild
186,186,186,215,188,188,133,95,104,Mild
186,186,186,210,168,159,133,95,104,Sleek
198,183,186,138,101,97,133,95,104,Emotional
202,130,144,215,188,188,133,95,104,Graceful
115,95,108,126,56,88,215,188,188,Sleek
191,169,11,126,56,88,37,95,81,Complex
37,95,81,191,169,11,126,56,88,Complex
191,169,11,72,13,104,126,56,88,Extravagant
126,56,88,198,183,186,242,242,242,Cultured
242,242,242,126,56,88,198,183,186,Cultured
130,99,61,53,21,3,126,56,88,Tasteful
126,56,88,149,78,29,2,22,35,Classic
227,26,42,105,0,51,138,112,12,Mature
191,169,11,105,0,51,32,10,70,Extravagant
191,169,11,105,0,51,0,0,0,Luxurious
126,100,12,72,13,104,105,0,51,Gorgeous
105,0,51,72,13,104,126,100,12,Gorgeous
126,100,12,105,0,51,72,13,104,Gorgeous
37,95,81,105,0,51,126,100,12,Decorative
138,112,12,191,169,11,73,0,35,Substantial
73,0,35,191,169,11,138,112,12,Substantial
138,112,12,73,0,35,191,169,11,Substantial
149,78,29,73,0,35,32,10,70,Classic
138,112,12,53,32,6,73,0,35,Tasteful
121,123,131,73,0,35,0,0,0,Majestic
191,169,11,227,26,42,73,0,35,Luxurious
227,26,42,73,0,35,40,0,24,Mature
112,41,3,40,0,24,138,112,12,Rustic
138,112,12,112,41,3,40,0,24,Rustic
89,55,8,40,0,24,0,0,0,Sturdy
82,82,82,40,0,24,5,11,48,Serious
204,236,232,10,21,82,40,0,24,Intrepid
40,0,24,10,21,82,204,236,232,Intrepid
204,236,232,40,0,24,10,21,82,Intrepid
161,161,161,40,0,24,26,9,42,Majestic
127,127,127,40,0,24,0,0,0,Solemn
115,95,108,242,242,242,215,188,188,Cultured
215,188,188,115,95,108,242,242,242,Cultured
198,183,186,138,101,97,242,242,242,Sedate
242,242,242,130,99,61,208,194,142,Dry
208,194,142,130,99,61,242,242,242,Dry
242,242,242,208,194,142,130,99,61,Dry
98,116,114,242,242,242,5,60,88,Composed
242,242,242,121,123,131,116,139,116,Noble
242,242,242,153,194,181,166,181,183,Polished
242,242,242,127,127,127,5,11,48,Metallic
249,223,226,192,230,184,255,255,255,Romantic
255,255,255,249,223,226,192,230,184,Romantic
229,0,13,255,242,0,255,255,255,Festive
255,255,255,229,0,13,255,242,0,Festive
255,255,255,229,0,13,12,32,120,Sporty
98,116,114,222,222,222,32,104,113,Distinguished
57,89,153,222,222,222,10,21,82,Rational
10,21,82,57,89,153,222,222,222,Rational
186,186,186,115,95,108,98,116,114,Chic
5,11,48,12,32,120,186,186,186,Earnest
186,186,186,5,11,48,12,32,120,Earnest
186,186,186,1,47,45,0,0,0,Metallic
161,161,161,138,112,12,130,99,61,Provincial
112,116,72,45,0,5,161,161,161,Modest
161,161,161,45,0,5,112,116,72,Modest
112,116,72,161,161,161,45,0,5,Modest
161,161,161,5,11,48,26,26,26,Solemn
112,41,3,12,32,120,161,161,161,Formal
161,161,161,112,41,3,12,32,120,Formal
0,0,0,161,161,161,115,95,108,Sublime
242,242,242,116,139,116,127,127,127,Chic
4,36,65,127,127,127,242,242,242,Earnest
242,242,242,4,36,65,127,127,127,Earnest
127,127,127,32,10,70,26,26,26,Majestic
112,41,3,53,32,6,5,11,48,Sound
5,11,48,112,41,3,53,32,6,Sound
127,127,127,10,21,82,0,0,0,Dignified
112,116,72,222,222,222,82,82,82,Provincial
145,111,93,82,82,82,130,99,61,Diligent
82,82,82,45,0,5,0,0,0,Serious
198,183,186,133,95,104,82,82,82,Chic
82,82,82,5,11,48,242,242,242,Formal
242,242,242,82,82,82,5,11,48,Formal
98,116,114,51,51,51,166,151,51,Salty
98,116,114,166,151,51,51,51,51,Salty
51,51,51,98,116,114,166,151,51,Salty
166,151,51,98,116,114,51,51,51,Salty
51,51,51,166,151,51,98,116,114,Salty
53,32,6,51,51,51,130,99,61,Bitter
130,99,61,53,32,6,51,51,51,Bitter
51,51,51,130,99,61,112,41,3,Conservative
161,161,161,10,21,82,51,51,51,Authoritative
51,51,51,10,21,82,161,161,161,Authoritative
161,161,161,51,51,51,10,21,82,Authoritative
121,123,131,51,51,51,5,11,48,Solemn
138,0,7,45,0,5,26,26,26,Robust
112,116,72,53,32,6,26,26,26,Sturdy
26,26,26,121,123,131,242,242,242,Formal
242,242,242,26,26,26,121,123,131,Formal
12,32,120,26,26,26,98,116,114,Sublime
229,0,13,255,127,0,0,0,0,Fiery
229,0,13,0,0,0,255,127,0,Fiery
255,127,0,229,0,13,0,0,0,Fiery
0,0,0,229,0,13,255,127,0,Fiery
255,127,0,0,0,0,229,0,13,Fiery
212,0,57,1,144,102,0,0,0,Striking
0,0,0,212,0,57,1,144,102,Striking
0,0,0,91,165,159,99,63,110,Stylish
99,63,110,0,0,0,91,165,159,Stylish
145,111,93,53,21,3,0,0,0,Metallic
213,187,187,53,101,71,38,4,23,Adult
198,183,186,15,53,21,121,60,87,Adult
28,26,22,83,83,78,207,185,187,Adult
255,255,255,8,147,105,23,60,148,Agile
6,53,95,255,255,255,122,172,200,Agile
255,255,255,26,156,112,16,44,132,Agile
162,49,98,231,156,173,103,55,125,Alluring
150,51,94,191,132,163,69,40,82,Alluring
130,55,89,205,133,147,99,62,111,Alluring
191,37,96,72,13,104,136,54,90,Alluring
205,12,70,72,13,104,170,47,100,Alluring
225,26,42,155,106,116,107,61,102,Alluring
208,180,137,254,238,233,208,194,142,Amiable
209,171,152,253,226,197,192,188,172,Amiable
208,180,137,253,226,197,212,158,106,Amiable
157,181,175,107,108,114,209,209,209,Aqueous
185,185,185,117,137,114,82,83,83,Aqueous
152,176,168,206,206,206,104,105,110,Aqueous
2,22,35,107,57,137,121,143,178,Aristocratic
111,78,118,26,26,26,109,67,124,Aristocratic
2,22,35,111,82,149,117,118,166,Aristocratic
112,14,1,172,150,56,149,75,25,Aromatic
136,65,20,210,168,122,124,46,3,Aromatic
123,46,3,138,52,3,215,144,92,Aromatic
222,222,222,109,167,37,87,98,73,Artistic
113,177,32,83,88,78,222,222,222,Artistic
222,222,222,98,133,54,98,132,56,Artistic
113,178,31,222,222,222,83,87,79,Artistic
88,102,71,222,222,222,108,163,39,Artistic
112,175,33,84,90,77,222,222,222,Artistic
106,157,42,90,108,68,222,222,222,Artistic
93,116,64,103,149,46,222,222,222,Artistic
89,106,69,107,159,41,222,222,222,Artistic
98,116,114,12,16,39,18,20,34,Authoritative
16,20,48,113,127,125,22,24,39,Authoritative
98,116,114,21,22,30,9,14,43,Authoritative
112,83,10,1,24,10,102,71,9,Bitter
102,71,9,112,83,10,1,24,10,Bitter
126,100,12,8,24,15,77,47,7,Bitter
117,65,6,120,75,8,51,51,51,Bitterl
117,64,6,120,76,8,51,51,51,Bitterl
51,51,51,115,53,4,122,87,10,Bitterl
120,78,8,51,51,51,117,62,6,Bitterl
116,60,5,121,80,9,51,51,51,Bitterl
51,51,51,118,70,7,119,70,7,Bitterl
121,81,9,51,51,51,116,59,5,Bitterl
118,66,6,119,74,8,51,51,51,Bitterl
51,51,51,122,83,9,115,57,5,Bitterl
212,0,57,1,73,87,1,41,50,Bold
229,0,13,0,0,0,241,234,113,Bold
235,230,167,0,0,0,229,0,13,Bold
229,0,13,231,231,250,249,142,48,Bright
249,225,202,229,0,13,124,199,109,Bright
229,0,13,251,235,237,130,184,100,Bright
207,179,215,242,118,159,95,36,140,Brilliant
146,95,63,208,182,149,168,119,75,Calm
239,117,99,255,242,103,119,185,156,Casual
255,127,0,255,242,124,33,159,115,Casual
229,0,13,255,242,63,52,103,150,Casual
236,120,101,255,242,114,104,181,143,Casual
236,124,90,255,242,124,88,177,132,Casual
255,127,0,255,242,124,70,177,131,Casual
215,133,97,255,243,137,123,164,125,Casual
253,222,200,251,174,193,204,236,232,Charming
251,174,193,253,227,196,204,236,232,Charming
251,174,193,204,236,232,250,220,218,Charming
251,103,89,231,202,140,254,231,128,Cheerful
251,103,89,165,236,126,253,197,142,Cheerful
251,103,89,252,197,78,253,211,73,Cheerful
187,185,186,143,108,94,82,82,82,Chic
144,111,93,222,222,222,121,123,130,Chic
116,138,115,241,241,241,126,126,127,Chic
251,167,89,150,213,185,255,242,124,Childlike
248,126,144,153,216,212,255,242,124,Childlike
248,120,152,153,216,212,255,242,124,Childlike
255,242,88,122,195,109,202,234,178,Citrus
255,242,102,198,232,180,115,191,111,Citrus
255,242,0,175,219,81,209,235,137,Citrus
47,6,56,149,78,29,20,39,39,Classic
135,65,63,139,68,53,2,22,35,Classic
60,0,21,147,92,56,18,15,49,Classic
158,212,184,255,255,255,153,216,212,Clean
159,212,185,255,255,255,153,216,212,Clean
163,213,73,255,255,255,92,176,155,Clean
148,205,42,255,255,255,115,169,188,Clean
65,169,110,255,255,255,153,215,196,Clean
149,206,43,255,255,255,114,170,186,Clean
167,216,82,255,255,255,85,178,146,Clean
171,222,198,139,189,208,255,255,255,Clear
255,255,255,153,215,199,196,232,202,Clear
255,255,255,153,215,207,193,230,191,Clear
255,242,63,208,122,148,219,117,133,Colourful
248,234,1,212,0,57,72,13,104,Colourful
212,0,57,200,179,9,72,13,104,Colourful
52,66,97,228,234,234,53,89,101,Composed
56,108,113,215,227,225,9,9,9,Composed
242,242,242,108,119,121,5,60,88,Composed
98,49,6,128,115,100,3,16,32,Conservative
255,255,255,145,197,160,128,166,206,Crystalline
255,255,255,204,236,232,138,185,197,Crystalline
147,201,164,255,255,255,128,166,206,Crystalline
186,192,188,16,28,85,65,69,92,Cultivated
187,197,189,76,67,80,20,34,88,Cultivated
187,197,189,76,67,81,20,33,88,Cultivated
233,215,226,214,187,187,198,183,186,Cultured
223,200,205,205,185,186,218,201,209,Cultured
198,183,186,115,95,108,199,185,188,Cultured
19,11,2,130,99,61,3,30,53,Dapper
127,99,26,128,99,46,10,21,82,Dapper
11,35,55,130,99,61,0,3,5,Dapper
226,0,18,255,243,87,255,141,0,Dazzling
247,92,3,255,242,63,236,34,9,Dazzling
234,24,10,249,102,2,255,242,63,Dazzling
191,169,11,146,19,104,119,15,65,Decorative
12,24,17,112,41,3,5,11,48,Deep
25,32,13,94,105,30,1,64,61,Deep
6,24,13,112,41,3,5,11,48,Deep
1,22,23,89,55,8,1,22,31,Deep
32,9,66,136,106,11,30,35,10,Deep
10,24,15,112,41,3,5,11,48,Deep
4,24,12,112,41,3,5,11,48,Deep
96,122,38,44,30,11,34,27,20,Delignet
46,30,10,32,27,21,96,122,38,Delignet
45,30,11,96,122,38,33,27,20,Delignet
35,28,19,43,29,12,96,122,38,Delignet
96,122,38,41,29,14,37,28,17,Delignet
30,26,22,48,31,9,96,122,38,Delignet
52,31,6,26,26,25,96,122,38,Delignet
41,29,14,96,122,38,37,28,17,Delignet
39,28,16,39,29,15,96,122,38,Delignet
151,193,179,203,235,231,114,138,115,Dewy
199,233,219,84,125,114,129,187,162,Dewy
204,236,232,156,177,171,157,177,170,Dewy
115,121,126,19,12,34,7,20,17,Dignified
6,47,46,188,166,11,1,47,45,Diligent
132,105,90,94,87,84,130,99,61,Diligent
146,90,77,53,57,82,116,108,51,Diligent
110,114,114,104,87,111,0,0,0,Distinguished
174,202,201,98,72,110,17,26,76,Distinguished
111,116,114,103,85,111,0,0,0,Distinguished
254,230,194,226,196,195,223,223,227,Dreamy
228,202,162,222,222,222,233,207,168,Dry
241,216,178,222,222,222,220,193,152,Dry
221,221,221,208,194,142,130,99,61,Dry
255,242,0,20,147,82,0,0,0,Dynamic
8,145,92,240,108,7,0,0,0,Dynamic
255,242,0,63,145,81,0,0,0,Dynamic
116,110,52,34,52,63,34,6,55,Elaborate
72,1,40,180,164,12,0,42,41,Elaborate
117,0,34,32,10,70,73,111,54,Elaborate
112,0,40,32,10,70,82,115,47,Elaborate
131,84,9,105,22,2,106,51,135,Elaborate
127,101,12,105,1,46,46,4,34,Elaborate
134,0,11,32,10,70,43,97,76,Elaborate
116,100,112,165,123,177,220,215,215,Elegant
116,100,112,182,174,184,215,188,188,Elegant
133,93,105,209,216,217,122,141,166,Elegant
144,109,93,221,221,221,122,149,180,Elegant
118,109,120,174,152,181,215,188,188,Elegant
153,194,181,75,18,104,5,12,51,Eminent
100,60,115,155,191,181,10,21,82,Eminent
155,191,181,100,60,115,10,21,82,Eminent
216,227,227,215,188,188,242,242,242,Emotional
206,185,187,188,112,100,139,103,98,Emotional
215,119,102,211,187,187,142,107,95,Emotional
246,108,0,255,242,63,78,181,135,Enjoyable
255,242,63,242,101,0,78,181,135,Enjoyable
255,242,29,255,127,0,91,188,160,Enjoyable
127,52,80,33,91,81,191,169,11,Ethnic
126,58,88,114,99,21,124,182,26,Ethnic
113,17,1,126,92,11,91,61,105,Ethnic
94,1,53,196,147,15,7,84,43,Ethnic
132,25,42,18,75,84,191,169,11,Ethnic
19,31,85,0,4,4,127,127,127,Exact
82,82,82,136,155,142,39,90,110,Exact
119,119,119,166,181,183,51,54,60,Exact
6,21,60,37,37,37,145,152,152,Exact
85,85,85,166,181,183,51,69,103,Exact
64,86,81,164,173,174,33,48,85,Exact
93,111,112,0,44,42,127,127,127,Exact
110,0,44,191,169,11,38,10,75,Extravagant
105,32,104,105,18,81,191,169,11,Extravagant
105,21,85,105,29,100,191,169,11,Extravagant
227,13,28,205,143,135,97,49,124,Fascinating
222,155,193,99,63,110,232,140,178,Fascinating
216,28,47,109,60,104,165,123,177,Fascinating
115,95,108,143,123,150,182,213,194,Fashionable
127,101,124,105,116,101,172,192,187,Fashionable
191,229,183,166,181,183,161,161,161,Fashionable
209,182,216,202,130,144,231,212,225,Feminine
229,0,13,251,251,255,255,242,0,Festive
255,255,255,229,0,13,184,216,15,Festive
229,0,13,227,227,255,255,242,0,Festive
221,0,31,0,0,0,206,158,10,Fiery
217,0,43,175,178,17,0,0,0,Fiery
210,155,9,222,0,30,0,0,0,Fiery
255,253,225,26,67,155,255,243,92,Fleet
255,251,197,255,245,120,26,67,155,Fleet
255,249,170,255,247,147,26,67,155,Fleet
255,254,252,255,242,65,26,67,155,Fleet
255,244,94,26,67,155,255,252,223,Fleet
255,245,117,255,251,200,26,67,155,Fleet
255,254,244,26,67,155,255,242,73,Fleet
255,242,71,26,67,155,255,254,246,Fleet
255,242,65,26,67,155,255,254,252,Fleet
255,167,0,255,201,0,229,0,13,Forceful
229,0,13,255,207,0,255,161,0,Forceful
255,156,0,255,212,0,229,0,13,Forceful
8,8,8,45,53,97,204,204,204,Formal
179,179,179,27,10,0,10,23,91,Formal
2,0,0,185,185,185,10,21,82,Formal
255,251,209,179,222,125,129,202,139,Fresh
179,221,61,255,255,255,104,192,184,Fresh
134,198,38,255,255,255,186,227,183,Fresh
150,210,120,171,221,175,245,251,250,Fresh
215,144,92,132,37,29,128,33,24,Fruitful
116,16,7,144,54,46,215,144,92,Fruitful
117,18,8,143,52,45,215,144,92,Fruitful
215,144,92,124,27,18,136,43,35,Fruitful
144,53,46,116,17,7,215,144,92,Fruitful
215,144,92,123,26,17,137,44,36,Fruitful
135,41,33,125,29,20,215,144,92,Fruitful
215,144,92,131,37,28,129,33,25,Fruitful
142,51,44,118,19,9,215,144,92,Fruitful
208,169,161,115,95,108,199,181,183,Genteed
115,95,108,202,177,175,205,173,169,Genteed
202,177,176,205,173,168,115,95,108,Genteed
208,169,161,115,95,108,199,181,183,Genteed
203,175,172,115,95,108,204,175,172,Genteed
202,177,175,115,95,108,205,173,169,Genteed
201,178,178,206,172,166,115,95,108,Genteed
115,95,108,209,169,161,198,181,183,Genteed
115,95,108,209,168,159,198,182,185,Genteed
203,124,155,212,0,57,95,35,141,Glossy
214,4,54,240,114,75,109,52,150,Glossy
214,4,54,241,113,76,108,51,149,Glossy
126,100,12,106,0,49,70,12,102,Gorgeous
121,0,28,51,11,86,126,100,12,Gorgeous
126,100,12,137,0,7,32,10,70,Gorgeous
210,186,187,243,237,238,157,116,158,Graceful
160,86,5,180,140,9,0,0,0,Grand
41,163,119,151,193,180,192,230,184,Grand
157,77,5,183,149,9,0,0,0,Grand
244,142,175,237,190,208,229,0,13,Happy
242,159,186,229,0,13,239,173,197,Happy
244,143,175,229,0,13,237,189,208,Happy
229,0,13,239,178,200,242,154,183,Happy
238,184,205,243,148,178,229,0,13,Happy
229,0,13,239,179,201,242,153,182,Happy
242,154,183,239,178,200,229,0,13,Happy
236,200,216,229,0,13,245,132,167,Happy
229,0,13,246,129,165,235,203,218,Happy
4,10,45,112,41,3,24,25,25,Heavy
71,106,24,180,174,171,2,2,2,Heavy
1,3,14,112,41,3,8,24,14,Heavy
129,89,9,229,0,13,234,218,3,Hot
131,94,9,229,0,13,239,224,2,Hot
229,0,13,243,228,2,133,98,10,Hot
253,217,205,255,255,255,216,239,170,Innocent
251,174,193,232,242,184,250,220,218,Innocent
253,217,205,255,255,255,214,238,172,Innocent
26,26,26,221,221,221,90,164,158,Intellectual
5,35,62,222,222,222,114,140,118,Intellectual
23,27,30,222,222,222,94,161,153,Intellectual
18,88,70,255,255,255,26,46,115,Intellectual
25,26,26,222,222,222,91,164,158,Intellectual
255,242,0,0,15,16,46,57,150,Intense
255,242,0,0,21,22,27,66,154,Intense
0,7,7,255,242,0,72,45,145,Intense
170,180,136,164,122,176,116,139,116,Interesting
171,181,136,165,123,177,95,160,151,Interesting
171,181,136,165,123,177,102,153,139,Interesting
204,158,68,113,59,97,115,159,76,Interesting
171,181,136,165,123,177,93,162,155,Interesting
165,124,175,145,111,95,169,179,135,Interesting
177,153,56,122,56,91,115,145,103,Interesting
194,146,75,186,148,67,208,194,142,Intimate
222,183,139,254,230,194,210,178,126,Intimate
215,144,92,233,192,143,253,222,200,Intimate
63,13,17,179,191,176,7,29,69,Intrepid
44,2,22,199,227,220,9,22,79,Intrepid
126,100,12,5,12,49,5,58,86,Intrepid
115,114,75,208,192,141,116,95,102,Japanese
133,96,98,211,186,148,126,101,58,Japanese
241,241,240,99,63,109,96,121,38,Japanese
255,242,124,249,112,132,249,107,113,Joyful
248,114,143,255,242,124,250,105,102,Joyful
255,242,124,248,115,147,250,104,98,Joyful
250,107,111,248,112,134,255,242,124,Joyful
248,113,141,255,242,124,250,106,104,Joyful
249,108,114,249,111,131,255,242,124,Joyful
250,106,107,255,242,124,248,113,138,Joyful
250,104,94,255,242,124,248,115,151,Joyful
249,110,123,255,242,124,249,109,122,Joyful
249,251,251,255,250,184,222,231,231,Light
255,250,184,244,247,247,227,235,235,Light
